"time","anomalies.detector_id","anomalies.diff"
"2015-10-09T16:06:01.000Z","2","-4"
"2015-10-10T01:10:31.000Z","2","4"
"2015-10-10T01:12:01.000Z","2","-4"
"2015-10-12T12:40:31.000Z","2","4"
"2015-10-12T13:12:01.000Z","26","-6"
"2015-10-13T10:25:31.000Z","2","-4"
"2015-10-13T14:40:31.000Z","2","4"
"2015-10-13T14:42:01.000Z","2","-4"
"2015-10-13T15:04:31.000Z","3","5"
"2015-10-13T15:34:31.000Z","2","5"
"2015-10-13T15:36:01.000Z","2","-4"
"2015-10-13T16:03:01.000Z","2","4"
"2015-10-13T16:12:01.000Z","3","-5"
"2015-10-14T07:45:01.000Z","10","-9"
"2015-10-14T10:42:01.000Z","3","5"
"2015-10-14T10:43:31.000Z","3","-5"
"2015-10-14T14:36:01.000Z","2","4"
"2015-10-14T15:06:01.000Z","2","5"
"2015-10-14T15:10:31.000Z","2","-4"
"2015-10-14T15:12:01.000Z","2","4"
"2015-10-14T15:13:31.000Z","2","-4"
"2015-10-14T15:40:31.000Z","3","5"
"2015-10-14T17:01:31.000Z","2","4"
"2015-10-15T12:00:01.000Z","2","4"
"2015-10-15T12:01:31.000Z","2","-4"
"2015-10-15T15:12:01.000Z","2","4"
"2015-10-15T15:22:31.000Z","2","4"
"2015-10-15T15:45:01.000Z","2","-4"
"2015-10-15T16:04:31.000Z","2","4"
"2015-10-15T16:12:01.000Z","2","4"
"2015-10-15T20:43:31.000Z","2","4"
"2015-10-15T20:45:01.000Z","2","-4"
"2015-10-16T07:36:01.000Z","31","-12"
"2015-10-16T14:42:01.000Z","2","5"
"2015-10-16T14:43:31.000Z","2","-4"
"2015-10-16T14:58:31.000Z","2","4"
"2015-10-16T15:07:31.000Z","3","-5"
"2015-10-16T15:09:01.000Z","2","4"
"2015-10-16T15:34:31.000Z","3","-5"
"2015-10-19T07:16:31.000Z","2","4"
"2015-10-19T09:01:31.000Z","2","4"
"2015-10-19T09:04:31.000Z","2","-4"
"2015-10-19T10:09:01.000Z","2","4"
"2015-10-19T10:39:01.000Z","3","5"
"2015-10-19T14:40:31.000Z","3","5"
"2015-10-19T14:42:01.000Z","3","-5"
"2015-10-19T15:37:31.000Z","2","-4"
"2015-10-19T17:04:31.000Z","3","5"
"2015-10-20T08:39:01.000Z","2","4"
"2015-10-20T08:43:31.000Z","99","-8"
"2015-10-20T12:36:01.000Z","2","4"
"2015-10-20T13:10:31.000Z","66","9"
"2015-10-20T14:07:31.000Z","2","-4"
"2015-10-20T15:06:01.000Z","2","-4"
"2015-10-20T15:13:31.000Z","2","-4"
"2015-10-20T15:21:01.000Z","2","4"
"2015-10-20T15:30:01.000Z","2","4"
"2015-10-20T15:31:31.000Z","2","-4"
"2015-10-21T15:03:01.000Z","3","-5"
"2015-10-21T15:16:31.000Z","3","-5"
"2015-10-21T16:15:01.000Z","2","4"
"2015-10-21T17:01:31.000Z","3","5"
"2015-10-21T17:03:01.000Z","3","-5"
"2015-10-23T08:33:01.000Z","3","5"
"2015-10-23T08:34:31.000Z","3","-5"
"2015-10-23T10:49:31.000Z","2","4"
"2015-10-23T12:42:01.000Z","3","5"
"2015-10-23T12:43:31.000Z","3","-5"
"2015-10-23T15:04:31.000Z","2","5"
"2015-10-23T15:06:01.000Z","2","-4"
"2015-10-23T15:09:01.000Z","2","4"
"2015-10-23T15:12:01.000Z","2","-4"
"2015-10-26T07:01:31.000Z","67","-8"
"2015-10-26T09:36:01.000Z","2","4"
"2015-10-26T09:37:31.000Z","2","-4"
"2015-10-26T15:33:01.000Z","2","5"
"2015-10-26T15:34:31.000Z","3","-5"
"2015-10-26T15:46:31.000Z","3","-5"
"2015-10-26T15:48:01.000Z","3","5"
"2015-10-26T15:49:31.000Z","3","-5"
"2015-10-26T16:04:31.000Z","2","-4"
"2015-10-26T16:06:01.000Z","3","5"
"2015-10-26T16:10:31.000Z","3","5"
"2015-10-27T08:13:31.000Z","82","-6"
"2015-10-27T10:22:31.000Z","3","-5"
"2015-10-27T12:21:01.000Z","2","-4"
"2015-10-27T12:54:01.000Z","2","4"
"2015-10-27T15:03:01.000Z","2","-4"
"2015-10-27T15:39:01.000Z","3","-5"
"2015-10-27T15:57:01.000Z","2","4"
"2015-10-27T15:58:31.000Z","2","-5"
"2015-10-28T14:58:31.000Z","3","-5"
"2015-10-28T15:06:01.000Z","2","5"
"2015-10-28T17:33:01.000Z","2","4"
"2015-10-28T18:33:01.000Z","3","5"
"2015-10-28T18:34:31.000Z","3","-5"
"2015-10-29T15:07:31.000Z","3","-5"
"2015-10-29T15:27:01.000Z","3","-5"
"2015-10-29T16:12:01.000Z","2","4"
"2015-10-29T17:18:01.000Z","2","4"
"2015-10-30T12:21:01.000Z","2","4"
"2015-10-30T13:22:31.000Z","3","5"
"2015-10-30T13:24:01.000Z","3","-5"
"2015-10-30T14:31:31.000Z","3","-5"
"2015-10-30T15:06:01.000Z","2","5"
"2015-10-30T15:09:01.000Z","2","-4"
"2015-10-30T15:31:31.000Z","3","-5"
"2015-10-31T11:43:31.000Z","3","-5"
"2015-11-01T10:55:31.000Z","3","5"
"2015-11-01T10:57:01.000Z","3","-5"
"2015-11-01T13:58:31.000Z","3","5"
"2015-11-01T14:00:01.000Z","3","-5"
"2015-11-02T09:45:01.000Z","2","4"
"2015-11-02T15:25:31.000Z","2","-4"
"2015-11-02T15:36:01.000Z","2","4"
"2015-11-02T15:37:31.000Z","2","-4"
"2015-11-02T16:12:01.000Z","2","4"
"2015-11-03T11:54:01.000Z","3","5"
"2015-11-03T11:55:31.000Z","3","-5"
"2015-11-03T12:06:01.000Z","3","5"
"2015-11-03T15:24:01.000Z","3","5"
"2015-11-03T15:36:01.000Z","2","4"
"2015-11-03T15:37:31.000Z","2","-4"
"2015-11-04T09:51:01.000Z","2","4"
"2015-11-04T09:52:31.000Z","2","-4"
"2015-11-04T10:25:31.000Z","2","4"
"2015-11-04T10:57:01.000Z","3","5"
"2015-11-04T10:58:31.000Z","3","-5"
"2015-11-04T12:48:01.000Z","2","4"
"2015-11-04T15:07:31.000Z","2","4"
"2015-11-04T15:09:01.000Z","2","-5"
"2015-11-04T15:10:31.000Z","3","5"
"2015-11-04T15:36:01.000Z","2","4"
"2015-11-05T12:04:31.000Z","3","5"
"2015-11-05T12:45:01.000Z","67","-9"
"2015-11-05T13:31:31.000Z","2","4"
"2015-11-05T14:28:31.000Z","44","43"
"2015-11-05T15:03:01.000Z","2","4"
"2015-11-05T15:04:31.000Z","2","-4"
"2015-11-05T15:06:01.000Z","2","5"
"2015-11-06T12:36:01.000Z","2","4"
"2015-11-06T15:03:01.000Z","2","4"
"2015-11-06T18:12:01.000Z","2","4"
"2015-11-06T18:13:31.000Z","2","-4"
"2015-11-08T22:03:01.000Z","2","4"
"2015-11-10T11:18:01.000Z","2","4"
"2015-11-10T11:19:31.000Z","2","-4"
"2015-11-10T14:27:01.000Z","3","5"
"2015-11-10T15:07:31.000Z","2","-4"
"2015-11-10T15:21:01.000Z","3","5"
"2015-11-10T15:22:31.000Z","3","-5"
"2015-11-10T15:34:31.000Z","3","5"
"2015-11-10T16:43:31.000Z","3","-5"
"2015-11-10T17:04:31.000Z","2","4"
"2015-11-10T17:06:01.000Z","2","-4"
"2015-11-10T18:52:31.000Z","2","4"
"2015-11-10T18:54:01.000Z","2","-4"
"2015-11-12T12:39:01.000Z","3","5"
"2015-11-12T12:40:31.000Z","3","-5"
"2015-11-12T15:16:31.000Z","3","5"
"2015-11-12T15:18:01.000Z","3","-5"
"2015-11-12T15:37:31.000Z","2","5"
"2015-11-12T15:39:01.000Z","2","-4"
"2015-11-12T16:03:01.000Z","3","-5"
"2015-11-12T16:04:31.000Z","2","4"
"2015-11-13T06:58:31.000Z","49","-11"
"2015-11-13T14:12:01.000Z","3","5"
"2015-11-13T14:13:31.000Z","3","-5"
"2015-11-13T15:04:31.000Z","2","5"
"2015-11-13T15:22:31.000Z","3","5"
"2015-11-13T15:25:31.000Z","3","-5"
"2015-11-13T16:01:31.000Z","3","5"
"2015-11-13T17:04:31.000Z","2","4"
"2015-11-13T17:10:31.000Z","28","27"
"2015-11-16T15:04:31.000Z","2","5"
"2015-11-16T15:09:01.000Z","2","4"
"2015-11-16T15:15:01.000Z","3","5"
"2015-11-16T15:36:01.000Z","2","-4"
"2015-11-16T16:10:31.000Z","3","-5"
"2015-11-17T15:06:01.000Z","2","4"
"2015-11-17T15:07:31.000Z","3","-5"
"2015-11-17T15:40:31.000Z","2","-5"
"2015-11-18T09:12:01.000Z","2","-4"
"2015-11-18T14:27:01.000Z","2","4"
"2015-11-18T15:03:01.000Z","3","5"
"2015-11-18T15:04:31.000Z","3","-5"
"2015-11-18T15:13:31.000Z","2","-4"
"2015-11-18T16:12:01.000Z","2","4"
"2015-11-18T16:13:31.000Z","2","-4"
"2015-11-18T16:46:31.000Z","3","5"
"2015-11-19T14:58:31.000Z","44","24"
"2015-11-19T15:06:01.000Z","3","-5"
"2015-11-19T15:07:31.000Z","2","-5"
"2015-11-19T15:09:01.000Z","2","4"
"2015-11-19T15:10:31.000Z","2","-4"
"2015-11-19T15:12:01.000Z","2","4"
"2015-11-19T15:13:31.000Z","2","-4"
"2015-11-19T15:37:31.000Z","3","-5"
"2015-11-19T15:39:01.000Z","3","5"
"2015-11-19T16:09:01.000Z","2","4"
"2015-11-19T17:13:31.000Z","3","-5"
"2015-11-20T10:09:01.000Z","2","4"
"2015-11-20T10:10:31.000Z","2","-4"
"2015-11-20T14:06:01.000Z","8","17"
"2015-11-20T14:57:01.000Z","3","5"
"2015-11-20T15:07:31.000Z","3","-5"
"2015-11-20T15:09:01.000Z","2","4"
"2015-11-20T15:16:31.000Z","2","4"
"2015-11-21T11:46:31.000Z","8","-20"
"2015-11-23T11:30:01.000Z","10","55"
"2015-11-23T12:18:01.000Z","2","4"
"2015-11-23T13:16:31.000Z","2","4"
"2015-11-23T13:18:01.000Z","2","-4"
"2015-11-23T14:25:31.000Z","3","5"
"2015-11-23T14:27:01.000Z","3","-5"
"2015-11-23T15:36:01.000Z","2","4"
"2015-11-23T15:37:31.000Z","2","-4"
"2015-11-23T15:58:31.000Z","2","4"
"2015-11-23T16:27:01.000Z","2","-4"
"2015-11-24T09:45:01.000Z","3","5"
"2015-11-24T09:46:31.000Z","3","-5"
"2015-11-24T11:46:31.000Z","2","4"
"2015-11-24T15:03:01.000Z","2","4"
"2015-11-24T15:04:31.000Z","2","-4"
"2015-11-24T15:06:01.000Z","2","4"
"2015-11-24T15:10:31.000Z","3","-5"
"2015-11-24T16:00:01.000Z","2","4"
"2015-11-24T20:03:01.000Z","3","5"
"2015-11-24T20:04:31.000Z","3","-5"
"2015-11-25T10:22:31.000Z","2","-4"
"2015-11-25T15:09:01.000Z","2","5"
"2015-11-25T15:10:31.000Z","2","-5"
"2015-11-25T16:21:01.000Z","3","5"
"2015-11-25T16:31:31.000Z","3","5"
"2015-11-26T13:49:31.000Z","2","4"
"2015-11-26T13:51:01.000Z","2","-4"
"2015-11-26T15:04:31.000Z","3","-5"
"2015-11-26T15:36:01.000Z","2","4"
"2015-11-26T15:37:31.000Z","2","-4"
"2015-11-26T15:51:01.000Z","2","4"
"2015-11-27T14:39:01.000Z","3","5"
"2015-11-27T15:04:31.000Z","2","4"
"2015-11-27T15:31:31.000Z","2","4"
"2015-11-27T15:33:01.000Z","2","-4"
"2015-11-27T15:51:01.000Z","3","5"
"2015-11-27T15:52:31.000Z","3","-5"
"2015-11-28T16:45:01.000Z","96","13"
"2015-11-30T12:12:01.000Z","3","5"
"2015-11-30T14:42:01.000Z","2","4"
"2015-11-30T14:57:01.000Z","3","-5"
"2015-11-30T15:42:01.000Z","3","-5"
"2015-11-30T16:07:31.000Z","2","4"
"2015-11-30T16:12:01.000Z","3","-5"
"2015-11-30T16:39:01.000Z","3","5"
"2015-11-30T17:13:31.000Z","3","5"
"2015-11-30T17:15:01.000Z","3","-5"
"2015-11-30T17:37:31.000Z","2","4"
"2015-12-01T07:33:01.000Z","19","20"
"2015-12-01T08:58:31.000Z","3","-5"
"2015-12-01T09:13:31.000Z","3","5"
"2015-12-01T09:40:31.000Z","3","-5"
"2015-12-01T15:06:01.000Z","2","5"
"2015-12-01T15:15:01.000Z","3","-5"
"2015-12-01T15:40:31.000Z","3","5"
"2015-12-01T15:57:01.000Z","2","4"
"2015-12-01T16:01:31.000Z","3","-5"
"2015-12-01T16:06:01.000Z","2","-5"
"2015-12-01T17:21:01.000Z","3","5"
"2015-12-02T15:04:31.000Z","2","4"
"2015-12-02T15:09:01.000Z","2","-4"
"2015-12-02T15:12:01.000Z","2","4"
"2015-12-02T15:16:31.000Z","2","5"
"2015-12-02T15:18:01.000Z","2","-5"
"2015-12-02T16:03:01.000Z","2","4"
"2015-12-02T16:21:01.000Z","3","5"
"2015-12-02T23:58:31.000Z","9","-11"
"2015-12-03T11:15:01.000Z","13","14"
"2015-12-03T11:40:31.000Z","3","-5"
"2015-12-03T12:18:01.000Z","3","-5"
"2015-12-03T12:21:01.000Z","3","5"
"2015-12-03T12:22:31.000Z","3","-5"
"2015-12-03T14:54:01.000Z","2","4"
"2015-12-03T15:06:01.000Z","2","5"
"2015-12-03T15:10:31.000Z","2","-5"
"2015-12-03T15:12:01.000Z","3","5"
"2015-12-03T15:19:31.000Z","3","5"
"2015-12-03T15:21:01.000Z","3","-5"
"2015-12-03T15:22:31.000Z","3","5"
"2015-12-04T10:40:31.000Z","3","-5"
"2015-12-04T11:19:31.000Z","61","-11"
"2015-12-04T13:09:01.000Z","3","-5"
"2015-12-04T14:54:01.000Z","3","5"
"2015-12-04T15:03:01.000Z","2","4"
"2015-12-04T15:06:01.000Z","3","-5"
"2015-12-04T15:13:31.000Z","3","5"
"2015-12-04T15:39:01.000Z","3","-5"
"2015-12-04T16:10:31.000Z","2","5"
"2015-12-04T16:12:01.000Z","2","-4"
"2015-12-06T09:01:31.000Z","10","10"
"2015-12-07T14:06:01.000Z","2","4"
"2015-12-07T15:06:01.000Z","3","-5"
"2015-12-07T15:12:01.000Z","3","-5"
"2015-12-07T15:27:01.000Z","13","-7"
"2015-12-07T16:09:01.000Z","3","5"
"2015-12-07T16:19:31.000Z","2","4"
"2015-12-08T12:30:01.000Z","2","5"
"2015-12-08T14:34:31.000Z","2","4"
"2015-12-08T15:04:31.000Z","2","5"
"2015-12-08T15:10:31.000Z","2","5"
"2015-12-08T15:15:01.000Z","3","-5"
"2015-12-08T15:19:31.000Z","2","-4"
"2015-12-08T16:21:01.000Z","3","5"
"2015-12-08T18:01:31.000Z","3","5"
"2015-12-08T18:03:01.000Z","3","-5"
"2015-12-08T19:22:31.000Z","2","4"
"2015-12-08T19:24:01.000Z","2","-4"
"2015-12-09T09:55:31.000Z","2","4"
"2015-12-09T09:57:01.000Z","2","-4"
"2015-12-09T12:40:31.000Z","2","-4"
"2015-12-09T15:03:01.000Z","2","4"
"2015-12-09T15:09:01.000Z","2","4"
"2015-12-09T15:15:01.000Z","3","5"
"2015-12-09T15:40:31.000Z","2","4"
"2015-12-09T16:13:31.000Z","3","5"
"2015-12-11T12:46:31.000Z","10","29"
"2015-12-11T15:04:31.000Z","2","5"
"2015-12-11T15:06:01.000Z","2","-5"
"2015-12-11T15:07:31.000Z","3","5"
"2015-12-11T15:12:01.000Z","3","-5"
"2015-12-11T15:34:31.000Z","2","-4"
"2015-12-11T15:36:01.000Z","2","5"
"2015-12-11T15:37:31.000Z","2","-5"
"2015-12-14T09:03:01.000Z","3","-5"
"2015-12-14T12:28:31.000Z","3","5"
"2015-12-14T13:36:01.000Z","3","5"
"2015-12-14T13:37:31.000Z","3","-5"
"2015-12-14T16:03:01.000Z","2","-4"
"2015-12-14T16:24:01.000Z","3","5"
"2015-12-15T08:21:01.000Z","13","-12"
"2015-12-15T13:43:31.000Z","55","8"
"2015-12-15T14:19:34.000Z","53","17"
"2015-12-15T14:30:01.000Z","55","6"
"2015-12-15T14:43:31.000Z","2","-4"
"2015-12-15T15:06:01.000Z","2","4"
"2015-12-15T15:07:31.000Z","2","-4"
"2015-12-16T07:24:01.000Z","20","11"
"2015-12-16T15:04:31.000Z","2","-4"
"2015-12-16T15:06:01.000Z","3","5"
"2015-12-16T16:06:01.000Z","3","5"
"2015-12-17T10:25:31.000Z","90","-8"
"2015-12-17T11:28:31.000Z","3","-5"
"2015-12-17T14:27:01.000Z","2","-4"
"2015-12-17T15:06:01.000Z","3","5"
"2015-12-17T15:10:31.000Z","3","-5"
"2015-12-17T15:12:01.000Z","3","5"
"2015-12-17T15:18:01.000Z","2","4"
"2015-12-17T15:24:01.000Z","2","5"
"2015-12-17T15:25:31.000Z","2","-4"
"2015-12-17T15:52:31.000Z","2","4"
"2015-12-17T15:57:01.000Z","2","-4"
"2015-12-17T16:04:31.000Z","2","5"
"2015-12-17T16:39:01.000Z","3","5"
"2015-12-17T16:40:31.000Z","3","-5"
"2015-12-17T18:52:31.000Z","2","4"
"2015-12-18T08:57:01.000Z","3","5"
"2015-12-18T08:58:31.000Z","3","-5"
"2015-12-18T13:34:31.000Z","3","5"
"2015-12-18T15:07:31.000Z","2","5"
"2015-12-18T15:09:01.000Z","2","-5"
"2015-12-18T15:10:31.000Z","2","4"
"2015-12-18T15:42:01.000Z","3","5"
"2015-12-18T20:00:01.000Z","13","-7"
"2015-12-19T16:45:01.000Z","13","31"
"2015-12-20T12:10:31.000Z","2","4"
"2015-12-20T12:12:01.000Z","2","-4"
"2015-12-21T13:46:31.000Z","2","-4"
"2015-12-21T15:19:31.000Z","3","-5"
"2015-12-21T15:37:31.000Z","3","-5"
"2015-12-21T23:58:31.000Z","9","-11"
"2015-12-22T12:01:31.000Z","3","5"
"2015-12-22T12:16:31.000Z","2","4"
"2015-12-22T12:18:01.000Z","2","-4"
"2015-12-22T15:04:31.000Z","2","4"
"2015-12-22T15:06:01.000Z","2","-5"
"2015-12-22T15:07:31.000Z","2","5"
"2015-12-22T15:31:31.000Z","2","4"
"2015-12-22T15:36:01.000Z","2","-4"
"2015-12-22T15:42:01.000Z","3","-5"
"2015-12-22T15:45:01.000Z","3","5"
"2015-12-22T15:48:01.000Z","3","-5"
"2015-12-22T15:52:31.000Z","2","-4"
"2015-12-22T15:54:01.000Z","2","4"
"2015-12-23T10:48:01.000Z","3","5"
"2015-12-23T10:49:31.000Z","3","-5"
"2015-12-23T12:19:31.000Z","3","5"
"2015-12-23T13:52:31.000Z","2","4"
"2015-12-23T13:54:01.000Z","2","-4"
"2015-12-23T14:04:31.000Z","2","4"
"2015-12-23T14:10:31.000Z","3","5"
"2015-12-23T14:39:01.000Z","2","4"
"2015-12-23T15:07:31.000Z","2","-4"
"2015-12-23T15:42:01.000Z","3","5"
"2015-12-28T15:04:31.000Z","3","-5"
"2015-12-28T15:34:31.000Z","2","4"
"2015-12-29T07:54:01.000Z","2","-4"
"2015-12-29T10:04:31.000Z","61","40"
"2015-12-29T14:43:31.000Z","99","8"
"2015-12-29T15:06:01.000Z","2","-4"
"2015-12-29T15:10:31.000Z","3","5"
"2015-12-29T15:18:01.000Z","2","4"
"2015-12-29T15:19:31.000Z","2","-4"
"2015-12-29T19:10:31.000Z","61","53"
"2015-12-30T12:15:01.000Z","89","-7"
"2015-12-30T15:01:31.000Z","67","30"
"2015-12-31T10:36:01.000Z","10","-6"
"2016-01-04T12:10:31.000Z","3","5"
"2016-01-04T13:15:01.000Z","3","5"
"2016-01-04T15:09:01.000Z","2","4"
"2016-01-04T15:16:31.000Z","3","5"
"2016-01-04T15:18:01.000Z","3","-5"
"2016-01-05T09:42:01.000Z","31","-7"
"2016-01-05T10:51:01.000Z","3","5"
"2016-01-05T11:21:01.000Z","3","-5"
"2016-01-05T12:58:31.000Z","23","-6"
"2016-01-05T13:00:01.000Z","3","5"
"2016-01-05T13:01:31.000Z","3","-5"
"2016-01-05T14:55:31.000Z","2","4"
"2016-01-05T15:07:31.000Z","3","-5"
"2016-01-05T15:24:01.000Z","2","-4"
"2016-01-07T10:24:01.000Z","2","4"
"2016-01-07T13:10:31.000Z","2","4"
"2016-01-07T13:12:01.000Z","2","-4"
"2016-01-07T13:52:31.000Z","2","4"
"2016-01-07T14:18:01.000Z","67","33"
"2016-01-07T14:46:31.000Z","2","4"
"2016-01-07T14:48:01.000Z","2","-4"
"2016-01-07T15:06:01.000Z","3","-5"
"2016-01-07T15:07:31.000Z","2","4"
"2016-01-07T16:06:01.000Z","2","-4"
"2016-01-08T12:12:01.000Z","2","4"
"2016-01-08T15:06:01.000Z","2","4"
"2016-01-08T15:18:01.000Z","2","4"
"2016-01-08T15:31:31.000Z","3","-5"
"2016-01-08T15:37:31.000Z","3","-5"
"2016-01-09T13:36:01.000Z","2","4"
"2016-01-09T13:37:31.000Z","2","-4"
"2016-01-11T00:54:01.000Z","57","55"
"2016-01-11T15:13:31.000Z","3","-5"
"2016-01-11T15:15:01.000Z","2","4"
"2016-01-12T15:10:31.000Z","2","4"
"2016-01-12T15:12:01.000Z","3","-5"
"2016-01-12T15:24:01.000Z","3","5"
"2016-01-12T15:34:31.000Z","3","-5"
"2016-01-12T15:40:31.000Z","3","-5"
"2016-01-13T15:07:31.000Z","2","4"
"2016-01-13T15:09:01.000Z","3","-5"
"2016-01-13T15:10:31.000Z","2","4"
"2016-01-14T14:52:31.000Z","2","4"
"2016-01-14T15:07:31.000Z","3","5"
"2016-01-14T15:09:01.000Z","3","-5"
"2016-01-14T15:12:01.000Z","3","5"
"2016-01-14T15:16:31.000Z","3","-5"
"2016-01-14T16:01:31.000Z","3","5"
"2016-01-14T18:24:01.000Z","44","-11"
"2016-01-15T15:03:01.000Z","3","-5"
"2016-01-15T15:07:31.000Z","2","-4"
"2016-01-15T15:33:01.000Z","2","-4"
"2016-01-15T15:45:01.000Z","13","-7"
"2016-01-15T16:01:31.000Z","3","5"
"2016-01-15T16:03:01.000Z","3","-5"
"2016-01-18T08:45:01.000Z","13","15"
"2016-01-18T14:48:01.000Z","2","4"
"2016-01-18T14:49:31.000Z","2","-4"
"2016-01-18T15:13:31.000Z","3","-5"
"2016-01-18T16:07:31.000Z","3","5"
"2016-01-18T16:13:31.000Z","2","4"
"2016-01-19T08:40:31.000Z","99","-7"
"2016-01-19T11:43:31.000Z","99","10"
"2016-01-19T13:36:01.000Z","99","6"
"2016-01-19T13:52:31.000Z","97","-9"
"2016-01-19T14:00:01.000Z","99","7"
"2016-01-19T14:18:01.000Z","80","7"
"2016-01-19T15:04:31.000Z","3","-5"
"2016-01-19T15:06:01.000Z","96","20"
"2016-01-19T16:04:31.000Z","2","4"
"2016-01-19T16:06:01.000Z","2","-4"
"2016-01-20T09:33:01.000Z","2","-4"
"2016-01-20T12:42:01.000Z","2","4"
"2016-01-20T12:43:31.000Z","2","-4"
"2016-01-20T13:19:31.000Z","3","5"
"2016-01-20T14:39:01.000Z","2","4"
"2016-01-20T15:07:31.000Z","89","-6"
"2016-01-20T15:16:31.000Z","99","7"
"2016-01-20T15:24:01.000Z","99","-12"
"2016-01-20T15:28:31.000Z","9","9"
"2016-01-20T15:34:31.000Z","3","-5"
"2016-01-20T15:43:31.000Z","56","7"
"2016-01-20T15:54:01.000Z","54","15"
"2016-01-21T12:24:01.000Z","2","4"
"2016-01-21T12:25:31.000Z","2","-4"
"2016-01-21T15:07:31.000Z","3","-5"
"2016-01-21T15:13:31.000Z","2","-4"
"2016-01-21T15:15:01.000Z","2","4"
"2016-01-21T15:22:31.000Z","2","4"
"2016-01-21T15:24:01.000Z","2","-4"
"2016-01-21T15:27:01.000Z","2","5"
"2016-01-21T16:10:31.000Z","3","-5"
"2016-01-21T18:33:01.000Z","2","4"
"2016-01-21T18:34:31.000Z","2","-4"
"2016-01-22T11:55:31.000Z","12","-13"
"2016-01-22T13:36:01.000Z","3","5"
"2016-01-22T13:37:31.000Z","3","-5"
"2016-01-22T15:04:31.000Z","3","5"
"2016-01-22T15:07:31.000Z","2","-4"
"2016-01-22T15:15:01.000Z","3","5"
"2016-01-25T10:00:01.000Z","2","4"
"2016-01-25T12:45:01.000Z","3","-5"
"2016-01-25T13:16:31.000Z","3","5"
"2016-01-25T13:18:01.000Z","3","-5"
"2016-01-25T14:16:31.000Z","2","-4"
"2016-01-25T15:07:31.000Z","3","5"
"2016-01-25T15:12:01.000Z","3","-5"
"2016-01-26T14:03:01.000Z","3","5"
"2016-01-26T14:55:31.000Z","67","7"
"2016-01-27T13:49:31.000Z","13","-9"
"2016-01-27T15:04:31.000Z","2","4"
"2016-01-27T15:15:01.000Z","2","5"
"2016-01-27T15:16:31.000Z","2","-5"
"2016-01-27T16:01:31.000Z","2","4"
"2016-01-28T14:16:31.000Z","2","4"
"2016-01-28T15:01:31.000Z","2","4"
"2016-01-28T15:04:31.000Z","2","-4"
"2016-01-28T15:10:31.000Z","2","-5"
"2016-01-28T15:12:01.000Z","2","5"
"2016-01-28T15:13:31.000Z","2","-4"
"2016-01-28T15:21:01.000Z","3","5"
"2016-01-28T15:22:31.000Z","3","-5"
"2016-01-28T15:34:31.000Z","3","5"
"2016-01-28T15:36:01.000Z","2","-4"
"2016-01-28T16:21:01.000Z","3","5"
"2016-01-29T23:58:31.000Z","51","-8"
"2016-02-01T07:57:01.000Z","44","6"
"2016-02-01T11:10:31.000Z","3","5"
"2016-02-01T11:12:01.000Z","3","-5"
"2016-02-01T14:28:31.000Z","67","31"
"2016-02-01T14:36:01.000Z","3","-5"
"2016-02-01T14:40:31.000Z","3","5"
"2016-02-01T14:42:01.000Z","3","-5"
"2016-02-01T14:52:31.000Z","2","4"
"2016-02-01T15:07:31.000Z","2","-4"
"2016-02-01T15:33:01.000Z","2","-4"
"2016-02-01T15:36:01.000Z","3","5"
"2016-02-01T15:51:01.000Z","3","-5"
"2016-02-01T16:01:31.000Z","3","-5"
"2016-02-01T16:06:01.000Z","2","5"
"2016-02-01T16:07:31.000Z","3","-5"
"2016-02-01T16:40:31.000Z","99","-8"
"2016-02-01T17:07:31.000Z","2","-4"
"2016-02-01T20:10:31.000Z","44","-7"
"2016-02-02T06:55:31.000Z","78","14"
"2016-02-02T07:42:16.000Z","80","6"
"2016-02-02T07:52:31.000Z","2","4"
"2016-02-02T09:42:01.000Z","44","8"
"2016-02-02T13:18:01.000Z","3","5"
"2016-02-02T13:55:31.000Z","2","-4"
"2016-02-02T15:06:01.000Z","3","5"
"2016-02-02T15:09:01.000Z","2","-5"
"2016-02-02T15:10:31.000Z","3","-5"
"2016-02-02T15:12:01.000Z","2","4"
"2016-02-02T15:31:31.000Z","2","4"
"2016-02-03T07:40:31.000Z","5","-10"
"2016-02-03T08:55:31.000Z","44","11"
"2016-02-03T13:30:01.000Z","3","5"
"2016-02-03T15:03:01.000Z","3","5"
"2016-02-03T15:06:01.000Z","3","-5"
"2016-02-03T15:07:31.000Z","3","5"
"2016-02-03T15:10:31.000Z","2","-4"
"2016-02-03T15:12:01.000Z","3","-5"
"2016-02-03T15:13:31.000Z","2","4"
"2016-02-03T15:15:01.000Z","2","-4"
"2016-02-03T15:19:31.000Z","3","5"
"2016-02-03T15:51:01.000Z","44","-7"
"2016-02-03T15:54:01.000Z","13","11"
"2016-02-03T16:09:01.000Z","3","5"
"2016-02-03T16:55:31.000Z","96","16"
"2016-02-04T13:04:31.000Z","2","4"
"2016-02-04T13:06:01.000Z","2","-4"
"2016-02-04T15:03:01.000Z","3","5"
"2016-02-04T15:04:31.000Z","3","-5"
"2016-02-04T15:07:31.000Z","2","-5"
"2016-02-04T15:15:01.000Z","2","5"
"2016-02-04T15:16:31.000Z","2","-5"
"2016-02-04T15:28:31.000Z","2","4"
"2016-02-04T16:31:31.000Z","3","5"
"2016-02-05T13:09:01.000Z","2","4"
"2016-02-05T14:48:01.000Z","3","5"
